CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	100	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time
instancesConflicts/BPPC_2_6_8.txt 	 103 	 140 	 0.612755 	 26 	 890189.000000
instancesConflicts/BPPC_2_6_9.txt 	 105 	 166 	 0.475414 	 26 	 938637.000000
instancesConflicts/BPPC_2_6_10.txt 	 101 	 155 	 0.503240 	 26 	 942076.000000
instancesConflicts/BPPC_2_7_1.txt 	 99 	 175 	 0.396050 	 26 	 1009729.000000
instancesConflicts/BPPC_2_7_2.txt 	 100 	 180 	 0.379967 	 26 	 1035854.000000
instancesConflicts/BPPC_2_7_3.txt 	 102 	 174 	 0.419603 	 27 	 966054.000000
instancesConflicts/BPPC_2_7_4.txt 	 100 	 180 	 0.376410 	 26 	 1036336.000000
instancesConflicts/BPPC_2_7_5.txt 	 101 	 181 	 0.386868 	 27 	 1025282.000000
instancesConflicts/BPPC_2_7_6.txt 	 101 	 177 	 0.399971 	 26 	 982324.000000
instancesConflicts/BPPC_2_7_7.txt 	 102 	 171 	 0.429829 	 42 	 1441440.000000
instancesConflicts/BPPC_2_7_8.txt 	 103 	 165 	 0.468064 	 26 	 943814.000000
instancesConflicts/BPPC_2_7_9.txt 	 105 	 188 	 0.377943 	 26 	 995296.000000
instancesConflicts/BPPC_2_7_10.txt 	 101 	 183 	 0.373709 	 26 	 1027490.000000
instancesConflicts/BPPC_2_8_1.txt 	 99 	 197 	 0.312298 	 26 	 1061624.000000
instancesConflicts/BPPC_2_8_2.txt 	 100 	 208 	 0.283497 	 26 	 1059580.000000
instancesConflicts/BPPC_2_8_3.txt 	 102 	 205 	 0.308700 	 26 	 1027100.000000
instancesConflicts/BPPC_2_8_4.txt 	 100 	 210 	 0.277517 	 26 	 1070306.000000
instancesConflicts/BPPC_2_8_5.txt 	 101 	 205 	 0.294769 	 26 	 1077234.000000
instancesConflicts/BPPC_2_8_6.txt 	 101 	 202 	 0.312591 	 26 	 1019765.000000
instancesConflicts/BPPC_2_8_7.txt 	 102 	 193 	 0.344054 	 26 	 1078139.000000
instancesConflicts/BPPC_2_8_8.txt 	 103 	 191 	 0.356150 	 26 	 1024220.000000
instancesConflicts/BPPC_2_8_9.txt 	 105 	 209 	 0.301985 	 26 	 1057289.000000
instancesConflicts/BPPC_2_8_10.txt 	 101 	 207 	 0.290905 	 26 	 1099170.000000
instancesConflicts/BPPC_2_9_1.txt 	 99 	 219 	 0.253297 	 26 	 1061404.000000
instancesConflicts/BPPC_2_9_2.txt 	 100 	 225 	 0.238084 	 26 	 1111777.000000
instancesConflicts/BPPC_2_9_3.txt 	 102 	 226 	 0.246131 	 26 	 1067027.000000
instancesConflicts/BPPC_2_9_4.txt 	 100 	 229 	 0.229319 	 26 	 1085689.000000
instancesConflicts/BPPC_2_9_5.txt 	 101 	 233 	 0.220742 	 26 	 1120159.000000
instancesConflicts/BPPC_2_9_6.txt 	 101 	 229 	 0.232259 	 26 	 1073362.000000
instancesConflicts/BPPC_2_9_7.txt 	 102 	 226 	 0.242542 	 26 	 1117703.000000
instancesConflicts/BPPC_2_9_8.txt 	 103 	 221 	 0.260262 	 26 	 1137550.000000
instancesConflicts/BPPC_2_9_9.txt 	 105 	 234 	 0.232678 	 26 	 1090278.000000
instancesConflicts/BPPC_2_9_10.txt 	 101 	 227 	 0.236273 	 26 	 1121275.000000
instancesConflicts/BPPC_3_0_1.txt 	 198 	 198 	 0.995825 	 33 	 1755569.000000
instancesConflicts/BPPC_3_0_2.txt 	 201 	 201 	 0.998494 	 35 	 1706116.000000
instancesConflicts/BPPC_3_0_3.txt 	 202 	 202 	 0.994569 	 30 	 1703688.000000
instancesConflicts/BPPC_3_0_4.txt 	 204 	 204 	 0.998183 	 41 	 2338535.000000
instancesConflicts/BPPC_3_0_5.txt 	 206 	 206 	 0.991891 	 28 	 1734621.000000
instancesConflicts/BPPC_3_0_6.txt 	 206 	 206 	 0.991345 	 26 	 1737789.000000
instancesConflicts/BPPC_3_0_7.txt 	 207 	 207 	 0.998918 	 47 	 1943622.000000
instancesConflicts/BPPC_3_0_8.txt 	 204 	 204 	 0.999805 	 50 	 2278957.000000
instancesConflicts/BPPC_3_0_9.txt 	 196 	 196 	 0.996760 	 32 	 1669207.000000
instancesConflicts/BPPC_3_0_10.txt 	 202 	 202 	 0.990897 	 27 	 1762731.000000
instancesConflicts/BPPC_3_1_1.txt 	 198 	 198 	 0.995811 	 31 	 1536657.000000
instancesConflicts/BPPC_3_1_2.txt 	 201 	 201 	 0.998498 	 31 	 1477440.000000
instancesConflicts/BPPC_3_1_3.txt 	 202 	 202 	 0.994556 	 27 	 1371080.000000
instancesConflicts/BPPC_3_1_4.txt 	 204 	 204 	 0.998182 	 39 	 1999148.000000
instancesConflicts/BPPC_3_1_5.txt 	 206 	 206 	 0.991775 	 28 	 1569279.000000
instancesConflicts/BPPC_3_1_6.txt 	 206 	 206 	 0.991769 	 28 	 1481133.000000
instancesConflicts/BPPC_3_1_7.txt 	 207 	 207 	 0.998919 	 38 	 1566588.000000
instancesConflicts/BPPC_3_1_8.txt 	 204 	 204 	 0.999805 	 48 	 2161067.000000
instancesConflicts/BPPC_3_1_9.txt 	 196 	 196 	 0.996775 	 29 	 1462740.000000
instancesConflicts/BPPC_3_1_10.txt 	 202 	 202 	 0.991271 	 27 	 1492412.000000
instancesConflicts/BPPC_3_2_1.txt 	 198 	 199 	 0.986413 	 31 	 1695665.000000
instancesConflicts/BPPC_3_2_2.txt 	 201 	 202 	 0.989329 	 38 	 1714148.000000
instancesConflicts/BPPC_3_2_3.txt 	 202 	 202 	 0.994546 	 48 	 2391669.000000
instancesConflicts/BPPC_3_2_4.txt 	 204 	 204 	 0.998188 	 43 	 1979603.000000
instancesConflicts/BPPC_3_2_5.txt 	 206 	 206 	 0.991637 	 38 	 1926809.000000
instancesConflicts/BPPC_3_2_6.txt 	 206 	 207 	 0.982772 	 34 	 1880148.000000
instancesConflicts/BPPC_3_2_7.txt 	 207 	 208 	 0.989572 	 33 	 1616513.000000
